#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
マカルパＺパルミュ,0,2,8,2,10,99,0,64,91,1,3,-2,0,0,調合成功率,5,効果持続,1,,,,,,,水竜の厚鱗,8,春夜鯉,2,金剛魚,1,調合書⑤達人編,1
オウビートＸガンバ,1,1,8,0,9,99,0,104,146,2,-2,2,-2,3,攻撃,4,体術,4,属性攻撃,2,,,,,皇帝バッタ,3,オオツノアゲハ,2,モンスターの特濃,4,特大水袋,3
オウビートＸフェムル,1,2,8,0,9,99,0,62,89,3,-2,2,-2,4,攻撃,4,体術,3,属性攻撃,2,,,,,皇帝バッタ,3,オオツノアゲハ,2,モンスターの特濃,4,特大水袋,3
パピメルＸガンバ,2,1,8,0,9,99,0,104,146,2,-2,2,-2,3,攻撃,4,体術,4,属性攻撃,2,,,,,皇帝バッタ,3,オオツノアゲハ,2,モンスターの特濃,4,特大水袋,3
パピメルＸフェムル,2,2,8,0,9,99,0,62,89,3,-2,2,-2,4,攻撃,4,体術,3,属性攻撃,2,,,,,皇帝バッタ,3,オオツノアゲハ,2,モンスターの特濃,4,特大水袋,3
デスギアＸフェルゼ,0,1,8,2,10,99,0,102,144,2,1,1,-1,0,龍属性攻撃,5,,,,,,,,,禍々しい冥布,1,禍々しい闇布,2,迅竜の重牙,4,なぞの巨骨,3
デスギアＸヴィレ,0,2,8,2,10,99,0,61,88,3,1,1,-1,0,龍属性攻撃,5,,,,,,,,,禍々しい冥布,1,禍々しい闇布,2,迅竜の重牙,4,なぞの巨骨,3
デスギアXRフェルゼ,0,1,8,1,10,99,0,98,140,2,1,1,-1,0,狂撃耐性,7,回避性能,-3,,,,,,,獰猛な重牙,1,禍々しい冥布,1,潜口竜の剛爪,4,獰猛化素材(Ｇ級pts),8
デスギアXRヴィレ,0,2,8,1,10,99,0,58,85,3,1,1,-1,0,狂撃耐性,7,回避性能,-3,,,,,,,獰猛な重牙,1,禍々しい冥布,1,潜口竜の剛爪,4,獰猛化素材(Ｇ級pts),8
マギュルＸライース,0,1,8,1,9,99,0,92,134,-3,1,0,2,0,溜め短縮,5,気力回復,2,,,,,,,皇帝バッタ,4,ペピポパンプキン,2,龍神カズラ,3,交易チケット,1
マギュルＸヴルツェル,0,2,8,1,9,99,0,53,80,-3,2,0,3,0,溜め短縮,5,気力回復,2,,,,,,,皇帝バッタ,4,ペピポパンプキン,2,龍神カズラ,3,交易チケット,1
エーデルＸライース,0,1,8,0,10,99,0,90,132,-1,3,-1,0,0,広域,5,野草知識,3,,,,,,,ベルナチケットＧ,1,星見の花,1,特大水袋,2,ユクモの重木,2
エーデルＸヴルツェル,0,2,8,0,10,99,0,52,79,-1,4,-1,0,0,広域,5,野草知識,2,,,,,,,ベルナチケットＧ,1,星見の花,1,特大水袋,2,ユクモの重木,2
スカルダＸガンバ,1,1,8,2,10,99,0,102,144,3,-1,-1,-1,3,特殊会心,2,本気,2,痛撃,1,,,,,オオゲキ毒クモリ,1,オオ毒クモリ,2,徹甲虫の斬羽,2,濃縮麻痺袋,4
スカルダＸフェムル,1,2,8,2,10,99,0,61,88,4,-1,-1,-1,3,特殊会心,2,本気,2,痛撃,1,,,,,オオゲキ毒クモリ,1,オオ毒クモリ,2,徹甲虫の斬羽,2,濃縮麻痺袋,4
スパイオＸガンバ,2,1,8,2,10,99,0,102,144,3,-1,-1,-1,3,特殊会心,2,本気,2,痛撃,1,,,,,オオゲキ毒クモリ,1,オオ毒クモリ,2,徹甲虫の斬羽,2,濃縮麻痺袋,4
スパイオＸフェムル,2,2,8,2,10,99,0,61,88,4,-1,-1,-1,3,特殊会心,2,本気,2,痛撃,1,,,,,オオゲキ毒クモリ,1,オオ毒クモリ,2,徹甲虫の斬羽,2,濃縮麻痺袋,4
アロイＸグリーヴ,0,1,8,2,10,99,0,110,152,-1,0,-1,-1,0,達人,4,研ぎ師,1,,,,,,,メランジェ鉱石,2,エルトライト鉱石,5,獄炎石,3,ベアライト石,5
アロイＸレギンス,0,2,8,2,10,99,0,66,93,-1,0,-1,-1,0,達人,3,装填速度,1,,,,,,,メランジェ鉱石,2,エルトライト鉱石,5,獄炎石,3,ベアライト石,5
アロイXRグリーヴ,0,1,8,0,10,99,0,102,144,-1,0,-1,-1,0,研ぎ師,7,,,,,,,,,獰猛化狩猟の証Ⅳ,1,エルトライト鉱石,3,鎌蟹の重脚,5,獰猛化素材(Ｇ級pts),5
アロイXRレギンス,0,2,8,0,10,99,0,61,88,-1,0,-1,-1,0,装填速度,7,,,,,,,,,獰猛化狩猟の証Ⅳ,1,エルトライト鉱石,3,鎌蟹の重脚,5,獰猛化素材(Ｇ級pts),5
バトルＸグリーヴ,0,1,8,1,10,99,0,110,152,1,-1,-1,0,0,ガード性能,4,盗み無効,1,,,,,,,マボロシチョウ,3,縞模様の特上皮,2,ゲネポスの厚鱗,5,ユニオン鉱石,3
バトルＸレギンス,0,2,8,1,10,99,0,66,93,2,-1,-1,0,0,反動,4,盗み無効,1,,,,,,,マボロシチョウ,3,縞模様の特上皮,2,ゲネポスの厚鱗,5,ユニオン鉱石,3
インゴットＸグリーヴ,0,1,8,1,10,99,0,112,154,-1,-1,1,0,0,風圧,7,運気,-3,,,,,,,真紅蓮石,2,メランジェ鉱石,6,ユニオン鉱石,6,大地の結晶,20
インゴットＸレギンス,0,2,8,1,10,99,0,67,94,-1,-1,2,0,0,風圧,7,運気,-3,,,,,,,真紅蓮石,2,メランジェ鉱石,6,ユニオン鉱石,6,大地の結晶,20
インゴットXRグリーヴ,0,1,8,0,10,99,0,104,146,-1,-1,1,0,0,氷属性攻撃,8,,,,,,,,,獰猛な業炎袋,1,真紅蓮石,1,絞蛇竜の重殻,5,獰猛化素材(Ｇ級pts),5
インゴットXRレギンス,0,2,8,0,10,99,0,62,89,-1,-1,2,0,0,氷属性攻撃,8,,,,,,,,,獰猛な業炎袋,1,真紅蓮石,1,絞蛇竜の重殻,5,獰猛化素材(Ｇ級pts),5
ハイメタＸグリーヴ,0,1,8,2,10,99,0,110,152,0,-1,2,-1,0,雷耐性,5,属性攻撃,2,聴覚保護,1,,,,,メランジェ鉱石,5,ノヴァクリスタル,1,雷光エキス,5,ランポスの厚鱗,6
ハイメタＸレギンス,0,2,8,2,10,99,0,66,93,0,-1,3,-1,0,雷耐性,5,属性攻撃,2,聴覚保護,1,,,,,メランジェ鉱石,5,ノヴァクリスタル,1,雷光エキス,5,ランポスの厚鱗,6
ハイメタＺグリーヴ,0,1,8,1,10,99,0,110,152,0,-1,2,-1,0,聴覚保護,4,納刀,2,,,,,,,岩竜の重殻,3,メランジェ鉱石,2,ユニオン鉱石,5,イーオスの大厚皮,6
ハイメタＺレギンス,0,2,8,1,10,99,0,66,93,0,-1,3,-1,0,聴覚保護,3,納刀,2,,,,,,,岩竜の重殻,3,メランジェ鉱石,2,ユニオン鉱石,5,イーオスの大厚皮,6
ピンクメタルＸブーツ,2,1,8,1,10,99,0,102,144,5,-1,-1,-1,0,龍属性攻撃,10,,,,,,,,,メランジェ鉱石,3,エルトライト鉱石,8,マボロシチョウ,2,,
ピンクメタルＸフット,2,2,8,1,10,99,0,61,88,6,-1,-1,-1,0,龍属性攻撃,10,,,,,,,,,メランジェ鉱石,3,エルトライト鉱石,8,マボロシチョウ,2,,
Ｋ・ロブスタＸブーツ,0,1,8,1,10,99,0,102,144,-1,4,-1,-1,-1,回避性能,2,泡沫,2,節食,2,雷耐性,-2,,,エビの巨大殻,1,エビの大殻,3,砂竜の特上ヒレ,2,溶岩竜の重殻,4
Ｋ・ロブスタＸフット,0,2,8,1,10,99,0,61,88,-1,5,-1,-1,-1,回避性能,2,泡沫,2,節食,2,雷耐性,-2,,,エビの巨大殻,1,エビの大殻,3,砂竜の特上ヒレ,2,溶岩竜の重殻,4
ヴァイクＸグリーヴ,0,1,8,2,10,99,0,110,152,0,3,-2,-1,0,水属性攻撃,6,,,,,,,,,メランジェ鉱石,2,ヨロイシダイ,3,化け鮫の特上ヒレ,3,シンドイワシ,8
ヴァイクＸレギンス,0,2,8,2,10,99,0,66,93,0,4,-2,-1,0,水属性攻撃,6,,,,,,,,,メランジェ鉱石,2,ヨロイシダイ,3,化け鮫の特上ヒレ,3,シンドイワシ,8
パティシエＸブーツ,0,1,8,1,10,99,0,102,144,2,0,0,2,-2,炎熱適応,2,効果持続,2,節食,2,,,,,マボロシチョウ,2,ビストロチケットＧ,2,雪獅子の豪剛毛,2,高級お食事券,2
パティシエＸフット,0,2,8,1,10,99,0,61,88,4,0,0,2,-2,炎熱適応,2,効果持続,2,節食,2,,,,,マボロシチョウ,2,ビストロチケットＧ,2,雪獅子の豪剛毛,2,高級お食事券,2
グルニャンＸブーツ,0,1,8,2,10,99,0,116,158,1,1,1,1,1,食欲,3,スタミナ,2,回復量,2,,,,,ビストロチケットＧ,1,獰猛化エキス,1,ユクモチケットＧ,1,雪獅子の豪剛毛,5
グルニャンＸフット,0,2,8,2,10,99,0,69,96,1,1,1,1,1,食欲,3,スタミナ,2,回復量,2,,,,,ビストロチケットＧ,1,獰猛化エキス,1,ユクモチケットＧ,1,雪獅子の豪剛毛,5
ロワーガＸガンバ,1,1,8,1,10,99,0,110,152,-2,0,2,-2,2,会心強化,3,納刀研磨,2,達人,2,,,,,マボロシチョウ,3,オオクワアゲハ,2,カンタロスの斬羽,5,ツチハチノコ,10
ロワーガＸフェムル,1,2,8,1,10,99,0,66,93,-2,0,3,-2,3,会心強化,3,弾薬節約,2,達人,2,,,,,マボロシチョウ,3,オオクワアゲハ,2,カンタロスの斬羽,5,ツチハチノコ,10
ファルメルＸガンバ,2,1,8,1,10,99,0,110,152,-2,0,3,-2,2,会心強化,3,納刀研磨,2,達人,2,,,,,マボロシチョウ,3,オオクワアゲハ,2,カンタロスの斬羽,5,ツチハチノコ,10
ファルメルＸフェムル,2,2,8,1,10,99,0,66,93,-2,0,3,-2,3,会心強化,3,弾薬節約,2,達人,2,,,,,マボロシチョウ,3,オオクワアゲハ,2,カンタロスの斬羽,5,ツチハチノコ,10
エコールＸブーツ,2,1,8,2,10,99,0,102,144,0,0,0,0,0,千里眼,4,痛撃,2,,,,,,,不屈の証,1,極上の毛皮,2,翼蛇竜の上皮,4,奇猿狐の豪剛毛,3
エコールＸフット,2,2,8,2,10,99,0,61,88,0,0,0,0,0,千里眼,4,痛撃,2,,,,,,,不屈の証,1,極上の毛皮,2,翼蛇竜の上皮,4,奇猿狐の豪剛毛,3
ブレイブＸグリーヴ,0,1,8,2,11,99,0,106,148,0,0,0,0,0,火属性攻撃,7,闘魂,3,,,,,,,獰猛化狩猟の証Ⅴ,1,ベルナチケットＧ,1,極上の毛皮,2,重竜骨,2
ブレイブＸレギンス,0,2,8,2,11,99,0,63,90,1,1,1,1,1,火属性攻撃,7,闘魂,2,,,,,,,獰猛化狩猟の証Ⅴ,1,ベルナチケットＧ,1,極上の毛皮,2,重竜骨,2
アーティアＸグリーヴ,0,1,8,1,11,99,0,112,154,1,-2,-2,2,3,雷属性攻撃,6,頑強,3,高速設置,2,,,,,神代の破片,1,太古の破片,2,メランジェ鉱石,5,カブレライト鉱石,8
アーティアＸレギンス,0,2,8,1,11,99,0,67,94,3,-2,-2,2,3,雷属性攻撃,6,頑強,3,高速設置,2,,,,,神代の破片,1,太古の破片,2,メランジェ鉱石,5,カブレライト鉱石,8
アーティアXRグリーヴ,0,1,8,0,11,99,0,106,148,1,-2,-2,2,3,雷属性攻撃,8,走行継続,3,,,,,,,獰猛化狩猟の証Ⅴ,1,神代の破片,1,メランジェ鉱石,10,獰猛化素材(Ｇ級pts),8
アーティアXRレギンス,0,2,8,0,11,99,0,63,90,3,-2,-2,2,3,雷属性攻撃,8,走行継続,3,,,,,,,獰猛化狩猟の証Ⅴ,1,神代の破片,1,メランジェ鉱石,10,獰猛化素材(Ｇ級pts),8
メイドＸソックス,2,1,8,1,10,99,0,102,144,0,0,0,0,0,采配,2,運気,2,剛撃,2,,,,,ココットチケットＧ,1,ゲネポスの大厚皮,5,カンタロスの斬羽,3,モンスターの濃汁,3
プライベートＸタイツ,2,2,8,1,10,99,0,61,88,0,0,0,0,0,采配,2,運気,2,裏稼業,2,,,,,ココットチケットＧ,1,ゲネポスの大厚皮,5,カンタロスの斬羽,3,モンスターの濃汁,3
撫子・雅【球袴】,2,1,8,1,10,99,0,102,144,0,0,0,0,0,無心,2,我慢,2,千里眼,2,観察眼,2,,,ユクモチケットＧ,1,ユクモの重木,2,溶岩竜の厚鱗,5,ピュアクリスタル,2
桔梗・雅【球袴】,2,2,8,1,10,99,0,61,88,0,0,0,0,0,無心,2,我慢,2,千里眼,2,観察眼,2,,,ユクモチケットＧ,1,ユクモの重木,2,溶岩竜の厚鱗,5,ピュアクリスタル,2
ホークＸブーツ,1,1,8,2,11,99,0,114,156,0,0,0,0,0,体術,4,食事,3,,,,,,,★生産素材未入力,1,,,,,,
ホークＸフット,1,2,8,2,11,99,0,68,95,0,0,0,0,0,体術,4,食事,3,,,,,,,★生産素材未入力,1,,,,,,
サージュＸブーツ,0,1,8,2,11,99,0,114,156,0,0,0,0,0,細菌学,4,捕獲,3,,,,,,,龍歴院チケットＧ,1,雲羊鹿の重角,2,獰猛な重爪,2,電竜の厚鱗,3
サージュＸタイツ,0,2,8,2,11,99,0,68,95,0,0,0,0,0,細菌学,4,捕獲,3,,,,,,,龍歴院チケットＧ,1,雲羊鹿の重角,2,獰猛な重爪,2,電竜の厚鱗,3
ドーベルＸグリーヴ,0,1,8,1,11,99,0,116,158,-2,0,0,0,4,龍属性攻撃,4,属性耐性,3,属性会心,2,,,,,重竜骨,2,いにしえの巨龍骨,3,氷牙竜の剛爪,3,重厚な骨,6
ドーベルＸレギンス,0,2,8,1,11,99,0,69,96,-2,0,0,0,5,属性耐性,3,龍属性攻撃,3,属性会心,2,,,,,重竜骨,2,いにしえの巨龍骨,3,氷牙竜の剛爪,3,重厚な骨,6
スカラーＸソックス,2,1,8,3,11,99,0,114,156,0,0,0,0,0,回避性能,3,気配,-2,,,,,,,ユクモチケットＧ,1,龍歴院チケットＧ,1,爆鎚竜の厚鱗,4,メランジェ鉱石,5
スカラーＸサンダル,2,2,8,3,11,99,0,68,95,0,0,0,0,0,回避性能,3,気配,-2,,,,,,,ユクモチケットＧ,1,龍歴院チケットＧ,1,爆鎚竜の厚鱗,4,メランジェ鉱石,5
セイラーＸソックス,2,1,8,2,11,99,0,114,156,0,0,0,0,0,回避性能,3,気配,-2,,,,,,,ユクモチケットＧ,1,龍歴院チケットＧ,1,水竜の厚鱗,4,砕竜の堅黒曜甲,5
セイラーＸサンダル,2,2,8,2,11,99,0,68,95,0,0,0,0,0,回避性能,3,気配,-2,,,,,,,ユクモチケットＧ,1,龍歴院チケットＧ,1,水竜の厚鱗,4,砕竜の堅黒曜甲,5
マリネロＸソックス,2,1,8,1,11,99,0,114,156,0,0,0,0,0,特殊攻撃,4,連撃,3,達人,2,,,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,鎧竜の重頭殻,2,水竜の厚鱗,3
マリネロＸサンダル,2,2,8,1,11,99,0,68,95,0,0,0,0,0,特殊攻撃,4,速射,3,達人,2,,,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,鎧竜の重頭殻,2,水竜の厚鱗,3
ジャギィＸグリーヴ,0,1,8,1,10,99,0,90,132,-2,0,0,0,0,火属性攻撃,5,体力,2,,,,,,,ジャギィの厚鱗,4,堅牢な鳥竜骨,4,イーオスの厚鱗,2,カブレライト鉱石,4
ジャギィＸレギンス,0,2,8,1,10,99,0,52,79,-2,0,0,0,0,火属性攻撃,5,体力,2,,,,,,,ジャギィの厚鱗,4,堅牢な鳥竜骨,4,イーオスの厚鱗,2,カブレライト鉱石,4
マッカォＸグリーヴ,0,1,8,2,9,99,0,92,134,-2,0,0,0,0,跳躍,3,KO,1,重撃,1,,,,,跳狗竜の厚鱗,3,跳狗竜の大赤皮,3,首鳴竜の特上皮,4,エルトライト鉱石,3
マッカォＸレギンス,0,2,8,1,9,99,0,53,80,-2,1,1,1,1,重撃,4,跳躍,2,KO,1,,,,,跳狗竜の厚鱗,3,跳狗竜の大赤皮,3,首鳴竜の特上皮,4,エルトライト鉱石,3
ランポスＸグリーヴ,0,1,8,2,9,99,0,92,134,0,0,0,-2,0,気絶,3,攻撃,2,,,,,,,ランポスの厚鱗,3,ランポスの大上皮,3,堅牢な鳥竜骨,4,ドラグライト鉱石,4
ランポスＸレギンス,0,2,8,2,9,99,0,53,80,0,1,1,-2,0,気絶,2,攻撃,2,,,,,,,ランポスの厚鱗,3,ランポスの大上皮,3,堅牢な鳥竜骨,4,ドラグライト鉱石,4
ギアノスＸグリーヴ,0,1,8,3,9,99,0,92,134,0,0,-1,2,0,氷属性攻撃,2,本気,1,,,,,,,ギアノスの厚鱗,3,ギアノスの大上皮,3,水獣の上鱗,1,皇帝バッタ,3
ギアノスＸレギンス,0,2,8,3,9,99,0,53,80,0,0,-1,3,0,氷属性攻撃,2,本気,1,,,,,,,ギアノスの厚鱗,3,ギアノスの大上皮,3,水獣の上鱗,1,皇帝バッタ,3
ゲネポスＸグリーヴ,0,1,8,1,10,99,0,94,136,0,0,1,-2,0,雷属性攻撃,6,気配,1,,,,,,,ゲネポスの大厚皮,2,ゲネポスの厚鱗,4,カブレライト鉱石,5,堅牢な鳥竜骨,4
ゲネポスＸレギンス,0,2,8,1,10,99,0,54,81,1,0,2,-2,0,雷属性攻撃,6,気配,1,,,,,,,ゲネポスの大厚皮,2,ゲネポスの厚鱗,4,カブレライト鉱石,5,堅牢な鳥竜骨,4
GXゲネポスグリーヴ,0,1,8,2,10,99,0,100,142,0,0,1,-2,0,特殊攻撃,3,攻撃,2,属性攻撃,-2,,,,,ちいさな研精石,1,ゲネポスの大厚皮,4,ゲネポスの厚鱗,5,皇帝バッタ,3
GXゲネポスレギンス,0,2,8,2,10,99,0,60,87,1,0,2,-2,0,特殊攻撃,3,攻撃,2,属性攻撃,-2,,,,,ちいさな研精石,1,ゲネポスの大厚皮,4,ゲネポスの厚鱗,5,皇帝バッタ,3
ランゴＸグリーヴ,0,1,8,2,9,99,0,94,136,-2,1,1,1,2,特殊攻撃,4,跳躍,2,,,,,,,ランゴスタの斬羽,1,ランゴスタの薄羽,2,大地の結晶,2,モンスターの濃汁,3
ランゴＸレギンス,0,2,8,2,9,99,0,54,81,-2,2,2,2,3,特殊攻撃,3,跳躍,2,,,,,,,ランゴスタの斬羽,1,ランゴスタの薄羽,2,大地の結晶,2,モンスターの濃汁,3
GXランゴグリーヴ,0,1,8,2,9,99,0,104,146,-2,1,1,1,2,剣術,2,回避距離,2,,,,,,,ちいさな研精石,1,ランゴスタの斬羽,3,ランゴスタの堅殻,5,皇帝バッタ,3
GXランゴレギンス,0,2,8,2,9,99,0,62,89,-2,2,2,2,3,散弾強化,2,回避距離,2,,,,,,,ちいさな研精石,1,ランゴスタの斬羽,3,ランゴスタの堅殻,5,皇帝バッタ,3
タロスＸグリーヴ,0,1,8,2,10,99,0,96,138,-1,-1,-1,-1,4,龍属性攻撃,4,龍耐性,3,,,,,,,カンタロスの斬羽,1,カンタロスの薄羽,3,エルトライト鉱石,6,モンスターの濃汁,5
タロスＸレギンス,0,2,8,2,10,99,0,57,84,-1,-1,-1,-1,6,龍耐性,3,龍属性攻撃,3,,,,,,,カンタロスの斬羽,1,カンタロスの薄羽,3,エルトライト鉱石,6,モンスターの濃汁,5
GXタロスグリーヴ,0,1,8,1,10,99,0,100,142,-1,-1,-1,-1,4,龍属性攻撃,3,ガード性能,3,体術,-2,,,,,ちいさな研精石,1,カンタロスの斬羽,3,カンタロスの堅殻,10,王族カナブン,4
GXタロスレギンス,0,2,8,1,10,99,0,60,87,-1,-1,-1,-1,6,龍属性攻撃,3,精密射撃,3,体術,-2,,,,,ちいさな研精石,1,カンタロスの斬羽,3,カンタロスの堅殻,10,王族カナブン,4
タロスXRグリーヴ,0,1,8,1,10,99,0,94,136,-1,-1,-1,-1,4,龍属性攻撃,6,龍耐性,5,,,,,,,獰猛な重爪,1,カンタロスの斬羽,7,モンスターの濃汁,5,獰猛化素材(Ｇ級pts),8
タロスXRレギンス,0,2,8,1,10,99,0,54,81,-1,-1,-1,-1,6,龍属性攻撃,6,龍耐性,5,,,,,,,獰猛な重爪,1,カンタロスの斬羽,7,モンスターの濃汁,5,獰猛化素材(Ｇ級pts),8
ブナハＸブーツ,0,1,8,1,9,99,0,94,136,-2,0,0,0,2,斬れ味,5,,,,,,,,,飛甲虫の斬羽,2,飛甲虫の羽,3,特上な腹袋,1,モンスターの濃汁,3
ブナハＸフット,0,2,8,1,9,99,0,54,81,-2,1,1,1,3,弾薬節約,5,,,,,,,,,飛甲虫の斬羽,2,飛甲虫の羽,3,特上な腹袋,1,モンスターの濃汁,3
モスＸフット,0,0,8,0,9,99,0,33,60,0,0,0,0,0,茸食,5,食事,1,,,,,,,モスの厚苔皮,1,ファンゴの厚毛皮,4,極上の毛皮,3,王族カナブン,3
リノプロＸグリーヴ,0,1,8,1,9,99,0,94,136,2,0,0,-2,0,水属性攻撃,3,砲術,3,,,,,,,草食種の大重骨,1,草食竜の堅殻,3,エルトライト鉱石,3,,
リノプロＸレギンス,0,2,8,1,9,99,0,54,81,3,0,0,-2,0,水属性攻撃,3,砲術,2,,,,,,,草食種の大重骨,1,草食竜の堅殻,3,エルトライト鉱石,3,,
ファンゴＸグリーヴ,0,1,8,2,9,99,0,98,140,0,2,-2,1,0,攻撃,5,,,,,,,,,大猪のぶ厚い皮,4,大猪の大剛牙,3,堅牢な骨,3,白兎獣の剛毛,5
ファンゴＸレギンス,0,2,8,2,9,99,0,58,85,0,3,-2,1,0,攻撃,5,,,,,,,,,大猪のぶ厚い皮,4,大猪の大剛牙,3,堅牢な骨,3,白兎獣の剛毛,5
アシラＸグリーヴ,0,1,8,1,9,99,0,100,142,-2,0,-2,0,0,防御,5,加護,3,体術,2,,,,,青熊獣の重腕甲,2,青熊獣の豪剛毛,4,青熊獣の堅殻,3,皇帝バッタ,2
アシラＸレギンス,0,2,8,1,9,99,0,60,87,-2,0,-2,0,0,防御,5,加護,3,体術,2,,,,,青熊獣の重腕甲,2,青熊獣の豪剛毛,4,青熊獣の堅殻,3,皇帝バッタ,2
ガレオスＸグリーヴ,0,1,8,2,9,99,0,100,142,2,0,0,-3,0,水属性攻撃,3,攻撃,1,火耐性,1,,,,,砂竜の厚鱗,4,砂竜の特上ヒレ,2,ピュアクリスタル,2,硬化薬グレート,2
ガレオスＸレギンス,0,2,8,2,9,99,0,60,87,2,0,0,-3,0,水属性攻撃,2,攻撃,1,火耐性,1,,,,,砂竜の厚鱗,4,砂竜の特上ヒレ,2,ピュアクリスタル,2,硬化薬グレート,2
GXガレオスグリーヴ,0,1,8,1,9,99,0,104,146,2,0,0,-3,0,睡眠,3,水属性攻撃,3,耐震,2,,,,,ちいさな研精石,1,砂竜の厚鱗,4,金剛魚,1,鬼人薬グレート,2
GXガレオスレギンス,0,2,8,1,9,99,0,62,89,2,0,0,-3,0,水属性攻撃,3,睡眠,2,耐震,2,,,,,ちいさな研精石,1,砂竜の厚鱗,4,金剛魚,1,鬼人薬グレート,2
ドロスＸグリーヴ,0,1,8,2,9,99,0,88,130,-2,4,-1,0,0,体術,3,節食,3,,,,,,,水生獣の厚皮,4,水生獣の上皮,6,極上の毛皮,3,水獣の上鱗,4
ドロスＸレギンス,0,2,8,2,9,99,0,51,78,-2,5,-1,0,0,体術,3,節食,3,,,,,,,水生獣の厚皮,4,水生獣の上皮,6,極上の毛皮,3,水獣の上鱗,4
ランポスーツＸフット,0,1,8,1,10,99,0,84,126,1,2,1,1,1,運気,3,腹減り,-2,,,,,,,ランポスの大厚皮,2,ランポスの大剛爪,2,堅牢な鳥竜骨,6,ランポスの上皮,10
ランポスーツＸタイツ,0,2,8,1,10,99,0,48,75,1,3,1,1,1,運気,3,腹減り,-2,,,,,,,ランポスの大厚皮,2,ランポスの大剛爪,2,堅牢な鳥竜骨,6,ランポスの上皮,10
ギアノスーツＸフット,0,1,8,1,9,99,0,88,130,1,1,1,2,1,運気,3,腹減り,-2,,,,,,,ギアノスの大厚皮,3,ギアノスの大剛爪,2,極上の毛皮,3,堅牢な鳥竜骨,3
ギアノスーツＸタイツ,0,2,8,1,9,99,0,51,78,1,1,1,3,1,運気,3,腹減り,-2,,,,,,,ギアノスの大厚皮,3,ギアノスの大剛爪,2,極上の毛皮,3,堅牢な鳥竜骨,3
ゲネポスーツＸフット,0,1,8,1,10,99,0,84,126,1,1,2,1,1,運気,3,腹減り,-2,,,,,,,ゲネポスの大厚皮,2,ゲネポスの大剛牙,2,堅牢な鳥竜骨,6,ゲネポスの上皮,10
ゲネポスーツＸタイツ,0,2,8,1,10,99,0,48,75,1,1,3,1,1,運気,3,腹減り,-2,,,,,,,ゲネポスの大厚皮,2,ゲネポスの大剛牙,2,堅牢な鳥竜骨,6,ゲネポスの上皮,10
イーオスーツＸフット,0,1,8,1,10,99,0,88,130,2,1,1,1,1,運気,3,腹減り,-2,,,,,,,イーオスの大厚皮,2,イーオスの厚紫鱗,2,翼蛇竜の特上皮,3,イーオスの上皮,10
イーオスーツＸタイツ,0,2,8,1,10,99,0,51,78,3,1,1,1,1,運気,3,腹減り,-2,,,,,,,イーオスの大厚皮,2,イーオスの厚紫鱗,2,翼蛇竜の特上皮,3,イーオスの上皮,10
ガブラスーツＸフット,0,1,8,0,9,99,0,84,126,1,1,1,1,2,運気,3,腹減り,-2,,,,,,,縞模様の特上皮,2,翼蛇竜の上皮,4,ピュアクリスタル,2,堅牢な鳥竜骨,4
ガブラスーツＸタイツ,0,2,8,0,9,99,0,48,75,1,1,1,1,3,運気,3,腹減り,-2,,,,,,,縞模様の特上皮,2,翼蛇竜の上皮,4,ピュアクリスタル,2,堅牢な鳥竜骨,4
イーオスＸグリーヴ,0,1,8,0,10,99,0,102,144,2,-1,-1,0,0,毒,5,特殊攻撃,2,,,,,,,イーオスの厚鱗,2,イーオスの毒牙,4,堅牢な鳥竜骨,4,堅竜骨,3
イーオスＸレギンス,0,2,8,0,10,99,0,61,88,3,-1,-1,0,0,毒,5,特殊攻撃,2,,,,,,,イーオスの厚鱗,2,イーオスの毒牙,4,堅牢な鳥竜骨,4,堅竜骨,3
GXイーオスグリーヴ,0,1,8,1,10,99,0,108,150,2,-1,-1,0,0,火耐性,3,属性攻撃,2,根性,2,,,,,高密度の研精石,1,イーオスの大厚皮,4,イーオスの厚鱗,5,ゴム質の上皮,2
GXイーオスレギンス,0,2,8,1,10,99,0,64,91,3,-1,-1,0,0,火耐性,3,属性攻撃,2,根性,2,,,,,高密度の研精石,1,イーオスの大厚皮,4,イーオスの厚鱗,5,ゴム質の上皮,2
クックＸグリーヴ,0,1,8,2,9,99,0,102,144,3,-1,0,-3,0,攻撃,6,防御,-2,,,,,,,怪鳥の福耳,1,怪鳥の重殻,2,怪鳥の厚翼膜,2,マッカォの厚鱗,4
クックＸレギンス,0,2,8,2,9,99,0,61,88,4,-1,0,-3,0,攻撃,6,防御,-2,,,,,,,怪鳥の福耳,1,怪鳥の重殻,2,怪鳥の厚翼膜,2,マッカォの厚鱗,4
